unique_key,created_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,:@computed_region_efsh_h5xi,:@computed_region_f5dn_yrer,:@computed_region_yeji_bk3q,:@computed_region_92fq_4b7q,:@computed_region_sbqj_enih,:@computed_region_7mpf_4k6g,resolution_action_updated_date,vehicle_type,taxi_pick_up_location,closed_date,resolution_description,facility_type,due_date,bridge_highway_name,bridge_highway_segment,bridge_highway_direction,road_ramp,taxi_company_borough
65250532,2025-06-12T18:05:00.000,DEP,Department of Environmental Protection,Water System,Hydrant Running Full (WA4),,11207,177 COVERT STREET,COVERT STREET,CENTRAL AVE,WILSON AVE,,,ADDRESS,BROOKLYN,,Open,04 BROOKLYN,3034170047,BROOKLYN,1009486,190561,ONLINE,Unspecified,BROOKLYN,40.689686719129504,-73.90900163781328,"{'latitude': '40.689686719129504', 'longitude': '-73.90900163781328', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",17214,42,2,37,53,53,,,,,,,,,,,,
65244236,2025-06-12T18:02:00.000,DEP,Department of Environmental Protection,Water Conservation,Illegal Use Of A Hydrant (CIN),,11369,94-02 24 AVENUE,24 AVENUE,94 ST,JACKSON MILL RD,,,ADDRESS,EAST ELMHURST,,Open,03 QUEENS,,QUEENS,1018682,218398,ONLINE,Unspecified,QUEENS,40.76606141647809,-73.87569943198918,"{'latitude': '40.76606141647809', 'longitude': '-73.87569943198918', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14511,65,3,21,73,73,,,,,,,,,,,,
65246749,2025-06-12T18:02:00.000,DEP,Department of Environmental Protection,Water System,Hydrant Running (WC3),,11378,,,,,NURGE AVENUE,55 STREET,INTERSECTION,QUEENS,,Open,05 QUEENS,,QUEENS,1008908,199852,ONLINE,Unspecified,QUEENS,40.7151899509336,-73.91105182454325,"{'latitude': '40.7151899509336', 'longitude': '-73.91105182454325', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14788,54,3,34,62,62,,,,,,,,,,,,
65242962,2025-06-12T18:02:00.000,DEP,Department of Environmental Protection,Water System,Hydrant Running (WC3),,10032,,,,,AMSTERDAM AVENUE,WEST 168 STREET,INTERSECTION,MANHATTAN,,Open,12 MANHATTAN,,MANHATTAN,1001706,245270,PHONE,Unspecified,MANHATTAN,40.8398674785978,-73.93691341258723,"{'latitude': '40.8398674785978', 'longitude': '-73.93691341258723', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",13090,47,4,39,21,21,,,,,,,,,,,,
65242984,2025-06-12T18:02:00.000,DEP,Department of Environmental Protection,Water Conservation,Illegal Use Of A Hydrant (CIN),,10453,ANDREWS AVENUE,ANDREWS AVENUE,WEST  175 STREET,WEST  176 STREET,,,BLOCKFACE,BRONX,,Open,05 BRONX,,BRONX,,,PHONE,Unspecified,BRONX,,,,,,,,,,,,,,,,,,,,,
65244229,2025-06-12T17:59:00.000,DEP,Department of Environmental Protection,Water System,Hydrant Running Full (WA4),,10032,563 WEST  173 STREET,WEST  173 STREET,AUDUBON AVE,ST NICHOLAS AVE,,,ADDRESS,NEW YORK,,Open,12 MANHATTAN,1021300023,MANHATTAN,1001745,246714,ONLINE,Unspecified,MANHATTAN,40.843830758721104,-73.93676869823987,"{'latitude': '40.843830758721104', 'longitude': '-73.93676869823987', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",13091,47,4,39,21,21,,,,,,,,,,,,
65244190,2025-06-12T17:59:00.000,DEP,Department of Environmental Protection,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),,10461,,,,,TOMLINSON AVENUE,LYDIG AVENUE,INTERSECTION,BRONX,,Open,11 BRONX,,BRONX,1024020,250822,PHONE,Unspecified,BRONX,40.85503376209484,-73.85623701892432,"{'latitude': '40.85503376209484', 'longitude': '-73.85623701892432', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11270,59,5,12,32,32,,,,,,,,,,,,
65248031,2025-06-12T17:56:00.000,DEP,Department of Environmental Protection,Water System,Hydrant Running Full (WA4),,10451,,,,,EAST 158 STREET,GERARD AVENUE,INTERSECTION,BRONX,,Open,04 BRONX,,BRONX,1004826,240324,PHONE,Unspecified,BRONX,40.8262854190558,-73.92565280096316,"{'latitude': '40.8262854190558', 'longitude': '-73.92565280096316', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10929,50,5,35,27,27,,,,,,,,,,,,
65245485,2025-06-12T17:56:00.000,DEP,Department of Environmental Protection,Water System,Hydrant Running Full (WA4),,10031,,,,,BROADWAY,WEST 139 STREET,INTERSECTION,MANHATTAN,,Open,09 MANHATTAN,,MANHATTAN,997198,238992,ONLINE,Unspecified,MANHATTAN,40.82264393376656,-73.95321759407697,"{'latitude': '40.82264393376656', 'longitude': '-73.95321759407697', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12428,37,4,23,19,19,,,,,,,,,,,,
65244238,2025-06-12T17:56:00.000,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Chemical (QA2)",,10034,11 SEAMAN AVENUE,SEAMAN AVENUE,DYCKMAN ST,CUMMING ST,,,ADDRESS,NEW YORK,,Open,12 MANHATTAN,1022370012,MANHATTAN,1004292,254996,PHONE,Unspecified,MANHATTAN,40.86655695619762,-73.92753844657459,"{'latitude': '40.86655695619762', 'longitude': '-73.92753844657459', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",13092,47,4,39,22,22,,,,,,N/A,,,,,,
65244210,2025-06-12T17:53:00.000,DEP,Department of Environmental Protection,Water System,Hydrant Running (WC3),,11237,1518 JEFFERSON AVENUE,JEFFERSON AVENUE,IRVING AVE,WYCKOFF AVE,,,ADDRESS,BROOKLYN,,Open,04 BROOKLYN,3033930045,BROOKLYN,1009915,193303,MOBILE,Unspecified,BROOKLYN,40.69721163685063,-73.90744426302705,"{'latitude': '40.69721163685063', 'longitude': '-73.90744426302705', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",13828,42,2,37,53,53,,,,,,,,,,,,
65249991,2025-06-12T17:51:24.000,DPR,Department of Parks and Recreation,Root/Sewer/Sidewalk Condition,Trees and Sidewalks Program,Street,10459,1065 KELLY STREET,KELLY STREET,EAST  165 STREET,EAST  167 STREET,EAST  165 STREET,EAST  167 STREET,ADDRESS,BRONX,KELLY STREET,In Progress,02 BRONX,2027050047,BRONX,1013076,239878,ONLINE,Unspecified,BRONX,40.825038205143606,-73.8958450409461,"{'latitude': '40.825038205143606', 'longitude': '-73.8958450409461', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10937,8,5,43,24,24,,,,,,,,,,,,
65248018,2025-06-12T17:50:00.000,DEP,Department of Environmental Protection,Water System,Hydrant Running (WC3),,11222,,,,,FRANKLIN STREET,FREEMAN STREET,INTERSECTION,BROOKLYN,,Open,01 BROOKLYN,,BROOKLYN,995809,206745,ONLINE,Unspecified,BROOKLYN,40.73413637241979,-73.95829166334384,"{'latitude': '40.73413637241979', 'longitude': '-73.95829166334384', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",18182,36,2,38,57,57,,,,,,,,,,,,
65242963,2025-06-12T17:50:00.000,DEP,Department of Environmental Protection,Water System,Hydrant Running (WC3),,11203,,,,,EAST 45 STREET,LINDEN BOULEVARD,INTERSECTION,BROOKLYN,,Open,17 BROOKLYN,,BROOKLYN,1002170,177372,ONLINE,Unspecified,BROOKLYN,40.65350371567939,-73.93541741601267,"{'latitude': '40.65350371567939', 'longitude': '-73.93541741601267', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",16866,61,2,17,40,40,,,,,,,,,,,,
65245472,2025-06-12T17:44:00.000,DEP,Department of Environmental Protection,Water System,Hydrant Running (WC3),,11203,,,,,EAST 45 STREET,LINDEN BOULEVARD,INTERSECTION,BROOKLYN,,Open,17 BROOKLYN,,BROOKLYN,1002170,177372,PHONE,Unspecified,BROOKLYN,40.65350371567939,-73.93541741601267,"{'latitude': '40.65350371567939', 'longitude': '-73.93541741601267', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",16866,61,2,17,40,40,,,,,,,,,,,,
65242971,2025-06-12T17:41:00.000,DEP,Department of Environmental Protection,Water System,Hydrant Running Full (WA4),,10463,2767 KINGSBRIDGE TERRACE,KINGSBRIDGE TERRACE,W KINGSBRIDGE RD,W 229 ST,,,ADDRESS,BRONX,,Open,08 BRONX,,BRONX,1011012,257190,ONLINE,Unspecified,BRONX,40.87256099727054,-73.90323364095059,"{'latitude': '40.87256099727054', 'longitude': '-73.90323364095059', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11272,48,5,29,33,33,,,,,,,,,,,,
65251205,2025-06-12T17:39:19.000,DPR,Department of Parks and Recreation,Root/Sewer/Sidewalk Condition,Trees and Sidewalks Program,Street,11230,971 AVENUE N,AVENUE N,EAST    9 STREET,EAST   10 STREET,EAST    9 STREET,EAST   10 STREET,ADDRESS,BROOKLYN,AVENUE N,In Progress,12 BROOKLYN,,BROOKLYN,994055,163364,ONLINE,Unspecified,BROOKLYN,40.615067437423676,-73.96468372865257,"{'latitude': '40.615067437423676', 'longitude': '-73.96468372865257', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",13513,2,2,18,39,39,,,,,,,,,,,,
65242972,2025-06-12T17:38:00.000,DEP,Department of Environmental Protection,Water System,Hydrant Running Full (WA4),,10463,2907 KINGSBRIDGE TERRACE,KINGSBRIDGE TERRACE,W 229 ST,W 230 ST,,,ADDRESS,BRONX,,Open,08 BRONX,2032560144,BRONX,1011211,257948,ONLINE,Unspecified,BRONX,40.87464086738497,-73.90251104468575,"{'latitude': '40.87464086738497', 'longitude': '-73.90251104468575', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11272,48,5,29,33,33,,,,,,,,,,,,
65242973,2025-06-12T17:38:00.000,DEP,Department of Environmental Protection,Water System,Hydrant Running Full (WA4),,10460,1652 VYSE AVENUE,VYSE AVENUE,E 172 ST,E 173 ST,,,ADDRESS,BRONX,,Open,03 BRONX,,BRONX,1015525,243528,PHONE,Unspecified,BRONX,40.835048069138836,-73.88697923492434,"{'latitude': '40.835048069138836', 'longitude': '-73.88697923492434', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11269,34,5,43,25,25,,,,,,,,,,,,
65250533,2025-06-12T17:38:00.000,DEP,Department of Environmental Protection,Water System,Hydrant Running Full (WA4),,10453,1910 HENNESSY PLACE,HENNESSY PLACE,W BURNSIDE AVE,W 179 ST,,,ADDRESS,BRONX,,Open,05 BRONX,2032280081,BRONX,1007680,250610,MOBILE,Unspecified,BRONX,40.854510369353655,-73.9153045221773,"{'latitude': '40.854510369353655', 'longitude': '-73.9153045221773', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10931,6,5,29,29,29,,,,,,,,,,,,
65250742,2025-06-12T17:38:00.000,DOB,Department of Buildings,Plumbing,Failure To Retain Water/Improper Drainage- (LL103/89),,11210,1152 EAST   35 STREET,EAST   35 STREET,,,,,ADDRESS,BROOKLYN,,Open,18 BROOKLYN,3076160068,BROOKLYN,1000372,167366,UNKNOWN,Unspecified,BROOKLYN,40.62604284898744,-73.94192120523998,"{'latitude': '40.62604284898744', 'longitude': '-73.94192120523998', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",17217,5,2,26,38,38,2025-06-12T00:00:00.000,,,2025-06-12T17:38:00.000,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,,,,,,,
65245500,2025-06-12T17:32:00.000,DEP,Department of Environmental Protection,Water Conservation,Illegal Use Of A Hydrant (CIN),,10314,61 BOGERT AVENUE,BOGERT AVENUE,FOSTER AVE,BROWNING AVE,,,ADDRESS,STATEN ISLAND,,Open,02 STATEN ISLAND,5009170065,STATEN ISLAND,951529,157936,ONLINE,Unspecified,STATEN ISLAND,40.600113708670406,-74.11783021133876,"{'latitude': '40.600113708670406', 'longitude': '-74.11783021133876', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10700,30,1,14,76,76,,,,,,,,,,,,
65245486,2025-06-12T17:32:00.000,DEP,Department of Environmental Protection,Water System,Hydrant Running Full (WA4),,11222,,,,,FRANKLIN STREET,FREEMAN STREET,INTERSECTION,BROOKLYN,,Open,01 BROOKLYN,,BROOKLYN,995809,206745,ONLINE,Unspecified,BROOKLYN,40.73413637241979,-73.95829166334384,"{'latitude': '40.73413637241979', 'longitude': '-73.95829166334384', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",18182,36,2,38,57,57,,,,,,,,,,,,
65242985,2025-06-12T17:32:00.000,DEP,Department of Environmental Protection,Water Conservation,Illegal Use Of A Hydrant (CIN),,10453,1901 HENNESSY PLACE,HENNESSY PLACE,W BURNSIDE AVE,W 179 ST,,,ADDRESS,BRONX,,Open,05 BRONX,2032280009,BRONX,1007665,250572,PHONE,Unspecified,BRONX,40.85440611052071,-73.9153588773285,"{'latitude': '40.85440611052071', 'longitude': '-73.9153588773285', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10931,6,5,29,29,29,,,,,,,,,,,,
65249241,2025-06-12T17:32:00.000,DEP,Department of Environmental Protection,Water System,Hydrant Running Full (WA4),,10470,,,,,ST OUEN STREET,WHITE PLAINS ROAD,INTERSECTION,BRONX,,Open,12 BRONX,,BRONX,1025754,268697,PHONE,Unspecified,BRONX,40.90408703496276,-73.84985811250344,"{'latitude': '40.90408703496276', 'longitude': '-73.84985811250344', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11608,29,5,40,30,30,,,,,,,,,,,,
65245487,2025-06-12T17:29:00.000,DEP,Department of Environmental Protection,Water System,Hydrant Running Full (WA4),,11237,150 STANHOPE STREET,STANHOPE STREET,WILSON AVE,KNICKERBOCKER AVE,,,ADDRESS,BROOKLYN,,Open,04 BROOKLYN,3032680012,BROOKLYN,1005850,193947,MOBILE,Unspecified,BROOKLYN,40.69899012153496,-73.92210180628237,"{'latitude': '40.69899012153496', 'longitude': '-73.92210180628237', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",13828,42,2,37,53,53,,,,,,,,,,,,
65245488,2025-06-12T17:26:00.000,DEP,Department of Environmental Protection,Water System,Hydrant Running Full (WA4),,10469,3005 EASTCHESTER ROAD,EASTCHESTER ROAD,ADEE AVE,KNAPP ST,,,ADDRESS,BRONX,,Open,12 BRONX,2047620095,BRONX,1027737,256138,MOBILE,Unspecified,BRONX,40.86960702825094,-73.84276611896877,"{'latitude': '40.86960702825094', 'longitude': '-73.84276611896877', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11607,29,5,2,30,30,,,,,,,,,,,,
65249995,2025-06-12T17:25:33.000,DPR,Department of Parks and Recreation,Root/Sewer/Sidewalk Condition,Trees and Sidewalks Program,Street,11369,94-08 25 AVENUE,25 AVENUE,94 STREET,95 STREET,94 STREET,95 STREET,ADDRESS,EAST ELMHURST,25 AVENUE,In Progress,03 QUEENS,4013680003,QUEENS,1018789,217736,PHONE,Unspecified,QUEENS,40.76424398197858,-73.87531656088244,"{'latitude': '40.76424398197858', 'longitude': '-73.87531656088244', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14511,65,3,21,73,73,,,,,,,,,,,,
65248044,2025-06-12T17:23:00.000,DEP,Department of Environmental Protection,Water Conservation,Illegal Use Of A Hydrant (CIN),,10314,61 BOGERT AVENUE,BOGERT AVENUE,FOSTER AVE,BROWNING AVE,,,ADDRESS,STATEN ISLAND,,Open,02 STATEN ISLAND,5009170065,STATEN ISLAND,951529,157936,ONLINE,Unspecified,STATEN ISLAND,40.600113708670406,-74.11783021133876,"{'latitude': '40.600113708670406', 'longitude': '-74.11783021133876', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10700,30,1,14,76,76,,,,,,,,,,,,
65250510,2025-06-12T17:23:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,11692,556 BEACH   68 STREET,BEACH   68 STREET,ELIZABETH AVE,ALMEDA AVE,,,ADDRESS,ARVERNE,,Open,14 QUEENS,4160340027,QUEENS,1040488,156538,PHONE,Unspecified,QUEENS,40.59615846177318,-73.7974955897622,"{'latitude': '40.59615846177318', 'longitude': '-73.7974955897622', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",20530,51,3,47,58,58,,,,,,,,,,,,
65250544,2025-06-12T17:20:00.000,DEP,Department of Environmental Protection,Water Conservation,Illegal Use Of A Hydrant (CIN),,11232,,,,,9 AVENUE,43 STREET,INTERSECTION,BROOKLYN,,Open,12 BROOKLYN,,BROOKLYN,984964,173796,PHONE,Unspecified,BROOKLYN,40.64370647354746,-73.99742716573039,"{'latitude': '40.64370647354746', 'longitude': '-73.99742716573039', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",17621,2,2,7,39,39,,,,,,,,,,,,
65242977,2025-06-12T17:20:00.000,DEP,Department of Environmental Protection,Water System,Leak (Use Comments) (WA2),,11229,1966 EAST   27 STREET,EAST   27 STREET,AVENUE S,AVENUE T,,,ADDRESS,BROOKLYN,,Open,15 BROOKLYN,3073050034,BROOKLYN,999431,159033,ONLINE,Unspecified,BROOKLYN,40.603172153032205,-73.94532985064437,"{'latitude': '40.603172153032205', 'longitude': '-73.94532985064437', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",13512,32,2,15,36,36,,,,,,,,,,,,
65241743,2025-06-12T17:14:00.000,DEP,Department of Environmental Protection,Water Conservation,Illegal Use Of A Hydrant (CIN),,10461,2552 EAST TREMONT AVENUE,EAST TREMONT AVENUE,MONTGOMERY PL,OVERING ST,,,ADDRESS,BRONX,,Open,10 BRONX,2040010058,BRONX,1026065,246428,ONLINE,Unspecified,BRONX,40.842964099387544,-73.8488720480628,"{'latitude': '40.842964099387544', 'longitude': '-73.8488720480628', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11270,43,5,12,28,28,,,,,,,,,,,,
65248045,2025-06-12T17:14:00.000,DEP,Department of Environmental Protection,Water Conservation,Illegal Use Of A Hydrant (CIN),,11372,37-50 WARREN STREET,WARREN STREET,37 AVE,ROOSEVELT AVE,,,ADDRESS,JACKSON HEIGHTS,,Open,03 QUEENS,4014830032,QUEENS,1019865,212872,ONLINE,Unspecified,QUEENS,40.750889289094694,-73.87145804560043,"{'latitude': '40.750889289094694', 'longitude': '-73.87145804560043', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14783,65,3,21,73,73,,,,,,,,,,,,
65248032,2025-06-12T17:11:00.000,DEP,Department of Environmental Protection,Water System,Hydrant Running Full (WA4),,11372,37-50 WARREN STREET,WARREN STREET,37 AVE,ROOSEVELT AVE,,,ADDRESS,JACKSON HEIGHTS,,Open,03 QUEENS,4014830032,QUEENS,1019865,212872,ONLINE,Unspecified,QUEENS,40.750889289094694,-73.87145804560043,"{'latitude': '40.750889289094694', 'longitude': '-73.87145804560043', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14783,65,3,21,73,73,,,,,,,,,,,,
65244977,2025-06-12T17:10:14.000,DPR,Department of Parks and Recreation,Root/Sewer/Sidewalk Condition,Trees and Sidewalks Program,Street,11213,6 VIRGINIA PLACE,VIRGINIA PLACE,PARK PLACE,STERLING PLACE,PARK PLACE,STERLING PLACE,ADDRESS,BROOKLYN,VIRGINIA PLACE,In Progress,08 BROOKLYN,3012440047,BROOKLYN,1000892,184341,ONLINE,Unspecified,BROOKLYN,40.67263456830325,-73.9400060469089,"{'latitude': '40.67263456830325', 'longitude': '-73.9400060469089', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",17615,16,2,49,49,49,,,,,,,,,,,,
65248033,2025-06-12T17:08:00.000,DEP,Department of Environmental Protection,Water System,Hydrant Running Full (WA4),,11435,,,,,WALTHAM STREET,107 AVENUE,INTERSECTION,QUEENS,,Open,12 QUEENS,,QUEENS,1039083,191943,PHONE,Unspecified,QUEENS,40.693346102340975,-73.8022669840274,"{'latitude': '40.693346102340975', 'longitude': '-73.8022669840274', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",24670,41,3,46,61,61,,,,,,,,,,,,
65249242,2025-06-12T17:02:00.000,DEP,Department of Environmental Protection,Water System,Hydrant Running Full (WA4),,10451,840 GERARD AVENUE,GERARD AVENUE,E 158 ST,E 161 ST,,,ADDRESS,BRONX,,Open,04 BRONX,2024740032,BRONX,1004905,240497,MOBILE,Unspecified,BRONX,40.826760070208344,-73.92536681805034,"{'latitude': '40.826760070208344', 'longitude': '-73.92536681805034', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10929,50,5,35,27,27,,,,,,,,,,,,
65249226,2025-06-12T17:02:00.000,DEP,Department of Environmental Protection,Water System,Hydrant Knocked Over/Missing (WC),,11214,7802 17 AVENUE,17 AVENUE,78 ST,79 ST,,,ADDRESS,BROOKLYN,,Open,11 BROOKLYN,3062590070,BROOKLYN,984177,162618,PHONE,Unspecified,BROOKLYN,40.61302524630902,-74.0002629279826,"{'latitude': '40.61302524630902', 'longitude': '-74.0002629279826', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",17616,1,2,44,37,37,,,,,,,,,,,,
65244230,2025-06-12T17:02:00.000,DEP,Department of Environmental Protection,Water System,Hydrant Running Full (WA4),,11237,255 JEFFERSON STREET,JEFFERSON STREET,WILSON AVE,KNICKERBOCKER AVE,,,ADDRESS,BROOKLYN,,Open,04 BROOKLYN,3031650038,BROOKLYN,1004352,195429,MOBILE,Unspecified,BROOKLYN,40.70306139291804,-73.92749976416528,"{'latitude': '40.70306139291804', 'longitude': '-73.92749976416528', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",13828,42,2,30,53,53,,,,,,,,,,,,
65248019,2025-06-12T17:02:00.000,DEP,Department of Environmental Protection,Water System,Hydrant Running (WC3),,11419,119-06 97 AVENUE,97 AVENUE,LEFFERTS BLVD,120 ST,,,ADDRESS,SOUTH RICHMOND HILL,,Open,09 QUEENS,4094570001,QUEENS,1032395,191157,MOBILE,Unspecified,QUEENS,40.69122762829553,-73.82639009842379,"{'latitude': '40.69122762829553', 'longitude': '-73.82639009842379', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",24015,46,3,46,60,60,,,,,,,,,,,,
65242431,2025-06-12T16:59:14.000,DPR,Department of Parks and Recreation,Root/Sewer/Sidewalk Condition,Trees and Sidewalks Program,Street,11420,122-42 134 STREET,134 STREET,ROCKAWAY BOULEVARD,SUTTER AVENUE,ROCKAWAY BOULEVARD,SUTTER AVENUE,ADDRESS,SOUTH OZONE PARK,134 STREET,In Progress,10 QUEENS,4117570073,QUEENS,1038474,184990,ONLINE,Unspecified,QUEENS,40.67426550305652,-73.80451904156918,"{'latitude': '40.67426550305652', 'longitude': '-73.80451904156918', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",24016,62,3,46,64,64,,,,,,,,,,,,
65248046,2025-06-12T16:59:00.000,DEP,Department of Environmental Protection,Water Conservation,Illegal Use Of A Hydrant (CIN),,11433,112-05 DILLON STREET,DILLON STREET,CLAUDE AVE,MATHIAS AVE,,,ADDRESS,JAMAICA,,Open,12 QUEENS,4121820076,QUEENS,1042798,190835,ONLINE,Unspecified,QUEENS,40.69028110996946,-73.78888002048907,"{'latitude': '40.69028110996946', 'longitude': '-73.78888002048907', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",24668,41,3,46,71,71,,,,,,,,,,,,
65250526,2025-06-12T16:59:00.000,DEP,Department of Environmental Protection,Water System,Hydrant Running Full (WA4),,10031,605 WEST  141 STREET,WEST  141 STREET,BROADWAY,RIVERSIDE DR,,,ADDRESS,NEW YORK,,Closed,09 MANHATTAN,1020880087,MANHATTAN,997328,239516,ONLINE,Unspecified,MANHATTAN,40.82408197350836,-73.95274687000166,"{'latitude': '40.82408197350836', 'longitude': '-73.95274687000166', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12428,37,4,23,19,19,2025-06-12T16:59:00.000,,,2025-06-12T16:59:00.000,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,,,,,,,
65242957,2025-06-12T16:56:00.000,DEP,Department of Environmental Protection,Water System,Hydrant Leaking (WC1),,10016,198 MADISON AVENUE,MADISON AVENUE,E 34 ST,E 35 ST,,,ADDRESS,NEW YORK,,Open,05 MANHATTAN,1008647502,MANHATTAN,989084,211916,PHONE,Unspecified,MANHATTAN,40.74833571215793,-73.98255376187512,"{'latitude': '40.74833571215793', 'longitude': '-73.98255376187512', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12078,11,4,51,8,8,,,,,,,,,,,,
65245501,2025-06-12T16:56:00.000,DEP,Department of Environmental Protection,Water Conservation,Illegal Use Of A Hydrant (CIN),,10460,603 MORRIS PARK AVENUE,MORRIS PARK AVENUE,GARFIELD ST,FILLMORE ST,,,ADDRESS,BRONX,,Open,11 BRONX,2040110041,BRONX,1020385,246837,ONLINE,Unspecified,BRONX,40.84411175328521,-73.86939849164854,"{'latitude': '40.84411175328521', 'longitude': '-73.86939849164854', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11269,59,5,22,32,32,,,,,,,,,,,,
65242975,2025-06-12T16:56:00.000,DEP,Department of Environmental Protection,Water System,Leak (Use Comments) (WA2),,11428,93-27 212 PLACE,212 PLACE,93 AVE,94 AVE,,,ADDRESS,QUEENS VILLAGE,,Closed,13 QUEENS,4106130041,QUEENS,1054388,201137,ONLINE,Unspecified,QUEENS,40.71847329957705,-73.74698020645523,"{'latitude': '40.71847329957705', 'longitude': '-73.74698020645523', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",24337,63,3,16,63,63,2025-06-12T19:44:00.000,,,2025-06-12T19:44:00.000,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,,,,,,,
65241725,2025-06-12T16:53:00.000,DEP,Department of Environmental Protection,Water System,Dirty Water (WE),,11420,109-47 115 STREET,115 STREET,109 AVE,111 AVE,,,ADDRESS,SOUTH OZONE PARK,,Open,10 QUEENS,4115960044,QUEENS,1032680,187425,PHONE,Unspecified,QUEENS,40.6809826078084,-73.8253892221987,"{'latitude': '40.6809826078084', 'longitude': '-73.8253892221987', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",24016,62,3,46,64,64,,,,,,,,,,,,
